Anno,Position,id,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
2000-01,C,4,Sacramento Kings,81,55,26,.679,10.3,18.5,6.9,14.5,47.6,0.0,0.2,25.0,4.6,6.5,70.7,4.7,9.5,14.2,3.5,3.1,1.7,2.4,1.9,5.7,0.0,1.4
2000-01,C,5,Dallas Mavericks,82,53,29,.646,8.2,13.8,5.4,10.9,49.7,0.0,0.1,18.2,2.9,3.8,77.3,3.2,8.0,11.2,1.5,2.3,1.1,3.5,0.8,6.2,0.0,0.8
2000-01,C,5,Utah Jazz,82,53,29,.646,10.8,17.0,7.2,14.6,49.5,0.1,0.4,25.8,2.5,4.3,57.0,4.7,7.6,12.3,1.8,3.7,1.2,3.0,1.1,8.2,0.0,0.7
2000-01,C,7,Milwaukee Bucks,82,52,30,.634,10.9,10.3,4.3,9.0,48.0,0.1,0.3,21.4,1.6,2.5,64.6,4.7,9.9,14.6,1.4,3.0,1.4,2.3,0.7,7.7,0.0,1.4
2000-01,C,8,Phoenix Suns,82,51,31,.622,6.2,6.7,2.6,5.7,46.3,0.0,0.0,0.0,1.4,2.5,58.1,2.6,4.8,7.5,0.7,2.0,0.7,1.3,0.7,5.2,0.0,-0.1
2000-01,C,9,Miami Heat,82,50,32,.610,8.6,18.7,7.3,15.5,47.1,0.0,0.0,0.0,4.1,5.4,75.3,3.4,7.8,11.2,1.5,2.5,0.9,1.5,1.7,4.8,0.0,0.2
2000-01,C,9,Portland Trail Blazers,82,50,32,.610,15.9,33.1,13.4,27.0,49.5,0.6,2.2,29.3,5.7,7.8,73.5,5.4,13.8,19.1,5.0,5.0,2.2,3.4,1.2,6.8,0.0,1.8
2000-01,C,11,New York Knicks,82,48,34,.585,8.2,12.9,5.0,10.1,49.6,0.0,0.1,11.1,2.9,4.3,67.0,3.6,8.3,11.9,1.0,2.5,1.1,2.2,0.7,5.2,0.0,0.4
2000-01,C,12,Minnesota Timberwolves,82,47,35,.573,9.8,15.6,6.3,13.6,46.6,0.1,0.3,30.4,2.8,3.9,72.3,4.4,7.7,12.2,2.0,2.9,1.4,2.3,0.9,7.0,0.0,-0.2
2000-01,C,12,Toronto Raptors,82,47,35,.573,12.4,24.1,8.9,19.6,45.7,0.0,0.1,0.0,6.2,8.6,71.7,5.9,11.5,17.4,2.3,3.4,1.0,3.6,2.0,6.5,0.0,0.4
2000-01,C,14,Charlotte Hornets,82,46,36,.561,10.0,18.3,6.7,15.1,44.3,0.0,0.1,0.0,4.9,7.0,70.1,3.8,9.0,12.8,2.0,3.0,1.1,2.7,1.1,6.4,0.0,0.4
2000-01,C,15,Houston Rockets,77,42,35,.545,7.1,13.4,5.5,10.2,53.5,0.0,0.0,0.0,2.5,4.0,61.6,2.8,6.4,9.2,1.2,2.2,1.2,1.8,0.6,3.4,0.0,0.6
2000-01,C,16,Seattle SuperSonics,82,44,38,.537,5.8,9.9,3.8,8.9,43.1,0.0,0.0,0.0,2.2,3.2,69.1,1.8,6.3,8.1,1.2,1.9,0.7,1.3,1.0,3.4,0.0,-0.2
2000-01,C,17,Orlando Magic,82,43,39,.524,16.0,24.2,9.6,20.5,47.0,0.0,0.1,8.3,4.9,7.9,62.3,5.5,11.5,17.0,4.8,5.0,2.6,2.9,2.0,10.4,0.1,0.4
2000-01,C,18,Indiana Pacers,82,41,41,.500,13.9,21.8,8.6,18.7,46.2,0.5,1.5,31.7,4.1,6.9,58.9,6.0,13.3,19.4,2.5,4.3,1.6,3.8,1.5,7.8,0.0,0.2
2000-01,C,19,Denver Nuggets,82,40,42,.488,11.1,20.7,8.2,18.0,45.3,0.6,1.7,36.4,3.7,5.6,66.5,4.6,9.7,14.3,2.2,3.2,1.1,3.5,1.8,7.0,0.0,-0.8
2000-01,C,20,Boston Celtics,82,36,46,.439,9.4,13.6,5.6,11.2,49.6,0.0,0.0,0.0,2.5,3.6,70.0,4.6,7.1,11.7,1.4,3.0,1.4,1.9,0.8,6.5,0.0,-0.5
2000-01,C,21,Detroit Pistons,82,32,50,.390,12.9,14.9,5.9,12.6,47.2,0.0,0.1,14.3,3.0,5.9,51.0,6.9,14.9,21.8,2.5,4.4,2.2,3.4,1.1,7.0,0.0,-0.5
2000-01,C,22,Los Angeles Clippers,82,31,51,.378,12.6,19.1,8.0,18.4,43.7,0.0,0.1,12.5,3.0,4.8,63.1,4.6,10.0,14.5,2.2,4.1,1.2,2.5,1.4,7.5,0.0,-1.1
2000-01,C,23,Cleveland Cavaliers,82,30,52,.366,11.4,24.0,9.5,20.5,46.2,0.3,1.2,28.9,4.7,7.0,67.9,4.8,9.0,13.8,1.9,4.0,1.7,2.4,2.0,7.6,0.0,-0.9
2000-01,C,24,New Jersey Nets,82,26,56,.317,10.6,15.2,5.4,12.4,43.9,0.0,0.1,16.7,4.3,5.9,73.4,5.0,9.0,14.1,1.8,3.3,1.5,2.6,1.5,7.9,0.0,-1.0
2000-01,C,25,Atlanta Hawks,82,25,57,.305,15.2,29.8,11.8,25.8,45.6,0.0,0.0,0.0,6.2,9.0,69.0,7.9,15.1,23.0,2.5,5.4,1.7,3.1,2.5,7.4,0.0,-1.6
2000-01,C,26,Vancouver Grizzlies,82,23,59,.280,11.6,19.0,7.6,17.2,44.2,0.1,0.4,22.6,3.8,5.0,76.4,4.4,9.9,14.3,2.2,3.8,1.1,1.6,1.3,7.3,0.0,-1.3
2000-01,C,27,Washington Wizards,81,19,62,.235,8.9,16.0,5.7,11.9,48.0,0.0,0.1,27.3,4.5,6.8,66.2,4.1,8.4,12.5,1.5,3.2,1.2,2.8,1.3,5.7,0.0,-1.2
2000-01,C,28,Golden State Warriors,82,17,65,.207,11.8,18.9,7.6,17.6,43.4,0.1,0.4,21.2,3.6,5.5,64.8,6.3,9.9,16.2,2.6,3.9,1.4,3.1,1.9,5.9,0.0,-2.7
2000-01,C,29,Chicago Bulls,82,15,67,.183,8.4,10.0,3.4,8.3,41.3,0.0,0.1,22.2,3.1,4.7,66.8,3.9,7.2,11.1,2.4,2.8,1.0,1.4,1.0,6.1,0.0,-1.7
2000-01,G,1,San Antonio Spurs,82,58,24,.707,21.6,39.1,13.9,31.7,43.7,3.7,9.2,40.6,7.6,9.4,80.6,2.0,8.9,10.9,14.4,6.1,3.5,0.6,1.5,6.7,0.0,3.4
2000-01,G,2,Los Angeles Lakers,82,56,26,.683,21.3,45.3,16.9,38.7,43.6,2.5,8.1,31.2,9.0,10.9,82.8,3.5,11.5,15.0,11.8,6.3,3.7,1.5,2.0,9.1,0.0,1.3
2000-01,G,2,Philadelphia 76ers,82,56,26,.683,21.9,50.8,18.4,42.9,42.9,2.4,7.4,32.3,11.6,14.5,79.7,1.8,9.8,11.6,15.5,7.1,5.2,0.5,2.5,7.8,0.0,2.2
2000-01,G,4,Sacramento Kings,82,55,27,.671,20.1,33.4,11.8,29.2,40.5,3.7,10.5,34.9,6.1,7.1,85.6,2.5,8.7,11.2,12.5,6.1,5.0,0.9,1.5,7.1,0.0,2.3
2000-01,G,5,Dallas Mavericks,82,53,29,.646,27.1,54.1,20.5,46.4,44.1,4.4,11.6,38.3,8.8,10.8,81.3,3.4,11.3,14.7,16.0,7.7,4.6,0.8,2.3,10.6,0.0,2.3
2000-01,G,5,Utah Jazz,82,53,29,.646,16.4,28.0,10.0,23.0,43.7,2.0,5.0,38.9,5.9,7.4,79.8,1.5,5.7,7.2,15.5,5.2,3.3,0.4,1.3,7.5,0.0,1.4
2000-01,G,7,Milwaukee Bucks,82,52,30,.634,21.3,51.4,18.8,41.6,45.1,4.8,12.3,39.1,9.1,10.7,84.5,3.0,9.8,12.7,15.5,6.0,4.2,0.7,1.7,8.4,0.1,1.5
2000-01,G,8,Phoenix Suns,82,51,31,.622,19.4,36.0,13.3,31.4,42.3,2.0,6.3,31.4,7.5,9.4,80.2,2.8,9.7,12.5,14.6,6.1,4.2,0.7,1.7,6.5,0.0,0.9
2000-01,G,9,Miami Heat,82,50,32,.610,27.2,47.3,17.1,42.8,40.0,5.7,16.3,34.7,7.4,9.8,75.2,2.7,11.2,13.9,14.7,7.6,5.2,1.8,1.6,11.3,0.0,1.6
2000-01,G,9,Portland Trail Blazers,82,50,32,.610,23.5,46.8,17.4,37.7,46.2,3.0,8.2,36.5,9.0,11.5,78.0,4.5,10.1,14.6,14.0,7.5,4.2,0.9,2.0,9.8,0.1,1.9
2000-01,G,11,New York Knicks,82,48,34,.585,30.1,58.2,21.8,50.7,42.9,4.1,11.5,36.0,10.5,12.6,83.5,2.6,15.0,17.6,15.2,9.0,4.3,0.9,2.4,11.5,0.0,1.6
2000-01,G,12,Minnesota Timberwolves,82,47,35,.573,18.8,37.8,14.6,33.7,43.4,2.9,7.6,37.7,5.6,6.8,83.6,2.1,7.2,9.2,14.0,5.4,4.1,0.8,1.8,7.3,0.0,0.6
2000-01,G,12,Toronto Raptors,82,47,35,.573,25.7,56.4,21.4,48.7,43.9,4.7,12.5,38.0,8.8,11.5,76.7,5.0,10.0,14.9,18.3,6.9,5.0,1.8,2.3,9.4,0.0,1.5
2000-01,G,14,Charlotte Hornets,82,46,36,.561,18.1,34.8,12.6,30.0,42.0,2.6,7.6,34.3,6.9,9.3,74.6,2.7,6.6,9.3,13.1,5.4,4.2,0.8,1.6,7.0,0.0,0.8
2000-01,G,15,Houston Rockets,82,45,37,.549,28.9,60.9,21.1,48.4,43.6,4.8,13.4,35.8,13.9,17.4,80.1,5.1,15.9,21.1,15.7,8.8,5.0,1.5,2.8,10.8,0.0,1.5
2000-01,G,16,Seattle SuperSonics,82,44,38,.537,27.2,57.3,21.7,47.2,46.0,4.2,10.5,39.6,9.7,12.9,75.2,5.2,13.0,18.2,17.3,8.5,5.4,1.5,2.9,10.0,0.0,0.4
2000-01,G,17,Orlando Magic,82,43,39,.524,23.7,57.4,21.2,49.6,42.7,4.8,13.4,35.6,10.3,13.3,77.2,4.8,12.3,17.1,15.0,7.2,4.5,1.9,2.4,7.8,0.0,1.1
2000-01,G,18,Indiana Pacers,82,41,41,.500,21.6,49.1,17.9,40.2,44.5,3.3,9.0,36.0,10.1,11.7,86.7,1.4,9.4,10.9,14.9,6.5,3.3,0.8,1.6,8.0,0.0,0.1
2000-01,G,19,Denver Nuggets,82,40,42,.488,22.7,43.8,15.9,39.0,40.8,4.5,12.6,36.0,7.5,9.4,79.1,3.2,10.5,13.8,16.0,6.4,3.8,1.1,2.5,8.5,0.0,-0.8
2000-01,G,20,Boston Celtics,82,36,46,.439,25.0,49.4,16.9,39.5,42.8,3.7,10.1,36.8,11.8,15.4,76.7,3.3,12.0,15.3,12.2,8.1,5.3,1.3,2.6,10.7,0.0,-1.2
2000-01,G,21,Detroit Pistons,82,32,50,.390,24.8,58.5,20.9,50.9,41.1,4.5,12.4,36.5,12.1,15.1,79.9,2.4,8.9,11.3,15.0,8.1,3.5,0.9,2.3,10.0,0.0,-0.9
2000-01,G,22,Los Angeles Clippers,82,31,51,.378,24.0,46.3,17.6,38.8,45.4,3.1,8.5,36.1,7.9,11.4,69.6,4.1,11.7,15.8,11.1,7.7,3.2,2.1,2.2,8.9,0.0,-1.1
2000-01,G,23,Cleveland Cavaliers,82,30,52,.366,21.7,40.7,15.1,35.2,42.9,1.6,4.7,33.5,8.9,10.8,82.8,3.2,9.6,12.8,15.1,7.3,3.7,1.0,2.6,9.8,0.0,-1.8
2000-01,G,24,New Jersey Nets,82,26,56,.317,21.7,44.9,16.5,39.8,41.6,2.8,8.7,32.5,9.0,11.8,76.2,2.7,9.0,11.7,13.6,6.6,4.1,0.6,2.8,7.8,0.0,-2.2
2000-01,G,25,Atlanta Hawks,82,25,57,.305,20.4,38.7,14.6,35.5,41.2,3.0,8.2,36.5,6.5,7.9,82.0,2.0,8.6,10.6,12.8,7.1,4.6,0.5,2.1,8.2,0.0,-2.2
2000-01,G,26,Vancouver Grizzlies,82,23,59,.280,21.8,42.8,16.5,39.0,42.3,3.7,10.2,36.3,6.2,8.0,77.2,2.1,8.3,10.5,16.5,7.1,3.3,0.7,2.0,7.1,0.0,-2.5
2000-01,G,27,Washington Wizards,82,19,63,.232,26.8,56.5,20.8,49.4,42.0,3.3,9.9,33.0,11.8,14.2,82.8,3.1,9.8,12.9,14.6,9.4,4.8,0.9,3.5,11.1,0.1,-3.6
2000-01,G,28,Golden State Warriors,82,17,65,.207,20.0,35.3,13.5,35.2,38.2,2.3,7.8,29.0,6.2,8.4,73.3,3.3,8.7,12.0,15.3,6.6,5.0,0.9,2.0,8.0,0.0,-3.5
2000-01,G,29,Chicago Bulls,82,15,67,.183,23.3,40.0,15.3,37.2,41.2,3.3,9.2,36.5,6.0,7.5,80.5,2.2,9.0,11.2,13.0,7.5,4.1,1.0,1.5,8.9,0.0,-4.4
1999-00,,1,Los Angeles Lakers,82,67,15,.817,48.3,100.8,38.3,83.4,45.9,4.2,12.8,32.9,20.1,28.9,69.6,13.6,33.4,47.0,23.4,13.9,7.5,6.5,4.2,22.5,2.5,8.5
1999-00,,2,Portland Trail Blazers,82,59,23,.720,48.2,97.5,36.8,78.4,47.0,5.0,13.8,36.1,18.8,24.7,76.0,11.8,31.2,43.0,23.5,15.2,7.7,4.8,4.3,22.7,1.7,6.4
1999-00,,3,Indiana Pacers,82,56,26,.683,48.1,101.3,37.2,81.0,45.9,7.1,18.1,39.2,19.9,24.5,81.1,10.3,31.9,42.1,22.6,14.1,6.8,5.1,3.9,21.8,2.3,4.6
1999-00,,4,Utah Jazz,82,55,27,.671,48.2,96.5,36.1,77.8,46.4,4.0,10.4,38.5,20.3,26.2,77.3,11.4,29.6,41.0,24.9,14.9,7.7,5.4,5.0,24.5,2.8,4.5
1999-00,,5,Phoenix Suns,82,53,29,.646,48.3,98.9,37.7,82.6,45.7,5.6,15.2,36.8,17.9,23.6,75.9,12.5,31.2,43.7,25.6,16.7,9.1,5.3,5.2,24.1,2.7,5.2
1999-00,,5,San Antonio Spurs,82,53,29,.646,48.4,96.2,36.0,78.0,46.2,4.0,10.8,37.4,20.1,27.0,74.6,11.3,32.5,43.8,22.2,15.0,7.5,6.7,5.2,20.9,2.0,5.9
1999-00,,7,Miami Heat,82,52,30,.634,48.4,94.4,36.3,78.8,46.0,5.4,14.7,37.1,16.4,22.3,73.6,11.2,31.9,43.2,23.5,15.0,7.1,6.4,4.4,23.7,2.1,3.1
1999-00,,8,Minnesota Timberwolves,82,50,32,.610,48.5,98.5,39.3,84.3,46.7,3.0,8.7,34.6,16.8,21.6,78.0,12.4,30.1,42.5,26.9,13.9,7.6,5.4,4.2,23.3,2.3,2.5
1999-00,,8,New York Knicks,82,50,32,.610,48.4,92.1,35.3,77.7,45.5,4.3,11.4,37.5,17.2,22.0,78.1,9.8,30.7,40.5,19.4,14.6,6.3,4.3,4.3,24.2,2.8,1.5
1999-00,,10,Charlotte Hornets,82,49,33,.598,48.2,98.4,35.8,79.7,44.9,4.1,12.2,33.9,22.7,30.0,75.8,10.8,32.1,42.9,24.7,14.7,8.9,5.9,5.1,20.4,2.2,2.7
1999-00,,10,Philadelphia 76ers,82,49,33,.598,48.4,94.8,36.5,82.6,44.2,2.5,7.8,32.3,19.2,27.1,70.8,14.0,30.1,44.1,22.2,15.7,9.6,4.7,6.5,23.6,2.5,1.3
1999-00,,12,Seattle SuperSonics,82,45,37,.549,48.2,99.1,37.9,84.7,44.7,6.7,19.6,33.9,16.6,23.9,69.5,12.7,30.3,43.0,22.9,14.0,8.0,4.2,5.3,21.7,2.2,1.0
1999-00,,12,Toronto Raptors,82,45,37,.549,48.2,97.2,36.3,83.9,43.3,5.2,14.3,36.3,19.3,25.2,76.5,13.4,29.9,43.3,23.7,13.9,8.1,6.6,5.3,24.3,2.0,-0.2
1999-00,,14,Sacramento Kings,82,44,38,.537,48.3,105.0,40.0,88.9,45.0,6.5,20.2,32.2,18.5,24.6,75.4,12.9,32.1,45.0,23.8,16.2,9.6,4.6,4.9,21.1,2.6,2.9
1999-00,,15,Detroit Pistons,82,42,40,.512,48.4,103.5,37.1,80.9,45.9,5.4,14.9,35.9,23.9,30.6,78.1,11.2,30.0,41.2,20.8,15.7,8.1,3.3,4.8,24.5,3.5,1.4
1999-00,,15,Milwaukee Bucks,82,42,40,.512,48.4,101.2,38.7,83.3,46.5,4.8,13.0,36.9,19.0,24.2,78.6,12.4,28.9,41.3,22.6,15.0,8.2,4.6,4.1,24.6,2.2,0.2
1999-00,,17,Orlando Magic,82,41,41,.500,48.2,100.1,38.6,85.5,45.2,3.6,10.6,33.8,19.2,26.1,73.5,14.0,31.0,44.9,20.8,17.6,9.1,5.7,5.8,24.0,2.8,0.7
1999-00,,18,Dallas Mavericks,82,40,42,.488,48.1,101.4,39.0,85.9,45.3,6.3,16.2,39.1,17.2,21.4,80.4,11.4,29.8,41.2,22.1,13.7,7.2,5.1,5.1,21.6,3.8,-0.6
1999-00,,19,Boston Celtics,82,35,47,.427,48.1,99.3,37.2,83.9,44.4,5.1,15.4,33.1,19.8,26.5,74.5,13.5,29.5,43.0,21.2,15.4,9.7,3.5,5.8,27.1,2.3,-0.8
1999-00,,19,Denver Nuggets,82,35,47,.427,48.4,99.0,37.3,84.3,44.2,5.7,17.0,33.6,18.7,25.8,72.4,13.1,31.6,44.7,23.3,15.6,6.8,7.5,5.6,23.9,2.5,-2.1
1999-00,,21,Houston Rockets,82,34,48,.415,48.4,99.5,36.6,81.3,45.0,7.1,19.8,35.8,19.2,26.2,73.3,12.3,31.5,43.8,21.6,17.4,7.5,5.3,5.3,20.3,1.8,-0.9
1999-00,,22,Cleveland Cavaliers,82,32,50,.390,48.4,97.0,36.3,82.1,44.2,4.2,11.2,37.3,20.2,26.9,75.0,12.3,30.5,42.8,23.7,17.4,8.7,4.4,6.1,27.1,3.0,-3.5
1999-00,,23,New Jersey Nets,82,31,51,.378,48.4,98.0,36.3,83.9,43.3,5.8,16.8,34.7,19.5,24.9,78.4,12.7,28.2,40.9,20.6,13.6,8.8,4.8,5.7,23.3,2.4,-1.0
1999-00,,24,Washington Wizards,82,29,53,.354,48.3,96.6,36.7,81.5,45.1,4.1,10.9,37.6,19.1,25.7,74.3,13.0,29.7,42.7,21.6,16.1,7.2,4.7,6.1,26.2,2.7,-3.3
1999-00,,25,Atlanta Hawks,82,28,54,.341,48.4,94.3,36.6,83.0,44.1,3.1,9.9,31.7,18.0,24.2,74.3,14.0,31.3,45.3,18.9,15.4,6.1,5.6,4.9,21.0,1.6,-5.4
1999-00,,26,Vancouver Grizzlies,82,22,60,.268,48.4,93.9,35.3,78.5,44.9,4.0,11.0,36.1,19.4,25.1,77.4,12.3,28.3,40.6,20.7,16.8,7.4,4.2,6.3,22.9,2.4,-5.6
1999-00,,27,Golden State Warriors,82,19,63,.232,48.2,95.5,36.5,87.1,42.0,4.2,13.0,32.3,18.3,26.2,69.7,15.9,29.7,45.6,22.6,15.9,8.9,4.3,6.0,24.9,2.0,-8.3
1999-00,,28,Chicago Bulls,82,17,65,.207,48.3,84.8,31.3,75.4,41.5,4.1,12.6,32.9,18.1,25.5,70.9,12.6,28.3,40.9,20.0,19.0,7.9,4.7,5.6,23.3,2.6,-9.4
1999-00,,29,Los Angeles Clippers,82,15,67,.183,48.1,92.0,35.1,82.4,42.6,5.2,15.5,33.9,16.6,22.3,74.6,11.6,29.0,40.6,18.0,16.2,7.0,6.0,4.6,22.2,2.0,-11.5
1999-00,F,1,Los Angeles Lakers,82,67,15,.817,19.3,33.2,12.0,28.0,42.8,2.1,6.2,34.1,7.1,8.7,82.4,5.3,12.3,17.5,6.6,5.6,3.0,1.8,1.5,9.3,1.1,3.3
1999-00,F,2,Portland Trail Blazers,82,59,23,.720,27.9,54.6,21.1,43.9,48.2,1.7,5.2,32.2,10.6,15.0,71.0,8.1,20.1,28.2,12.0,8.9,4.6,3.4,2.8,13.9,1.0,3.1
1999-00,F,3,Indiana Pacers,82,56,26,.683,26.6,53.5,19.7,43.2,45.6,3.6,9.4,38.3,10.5,13.4,78.5,7.4,21.2,28.6,8.0,7.9,3.6,3.3,2.3,13.2,1.1,2.9
1999-00,F,4,Utah Jazz,82,55,27,.671,25.9,56.2,21.0,45.4,46.4,1.8,4.8,36.8,12.3,16.4,74.8,7.8,19.7,27.4,7.9,7.9,3.8,2.9,3.0,14.2,1.3,2.2
1999-00,F,5,Phoenix Suns,82,53,29,.646,23.7,53.8,20.5,44.1,46.6,3.7,9.6,38.8,9.0,12.4,73.1,7.1,15.3,22.4,8.2,8.1,4.4,2.7,2.8,12.5,1.7,3.1
1999-00,F,5,San Antonio Spurs,82,53,29,.646,18.3,39.0,14.7,31.8,46.3,0.2,0.8,25.4,9.4,12.6,74.4,6.7,16.2,22.9,5.6,5.8,2.4,3.8,2.6,9.7,0.7,2.0
1999-00,F,7,Miami Heat,82,52,30,.634,22.5,43.1,17.3,36.8,47.0,1.8,4.5,39.5,6.7,9.3,72.5,6.7,16.1,22.8,7.8,7.0,3.2,2.1,2.4,12.1,1.0,1.4
1999-00,F,8,Minnesota Timberwolves,82,50,32,.610,27.8,60.4,24.1,49.7,48.4,1.0,2.7,36.2,11.3,14.5,78.0,8.3,19.8,28.1,12.3,8.0,4.1,3.3,2.6,12.9,1.5,1.9
1999-00,F,8,New York Knicks,82,50,32,.610,24.2,47.8,18.4,40.4,45.4,1.3,3.8,33.4,9.8,12.4,79.0,6.1,16.4,22.5,8.1,7.3,3.1,2.5,2.6,12.0,1.2,0.8
1999-00,F,10,Charlotte Hornets,82,49,33,.598,30.3,63.8,23.0,50.4,45.7,2.2,6.1,36.0,15.6,20.2,76.9,7.3,23.7,31.0,12.6,9.0,5.1,4.8,3.1,12.0,1.4,2.0
1999-00,F,10,Philadelphia 76ers,82,49,33,.598,25.5,43.9,17.0,37.3,45.6,1.2,3.4,34.3,8.7,12.3,70.6,9.0,18.5,27.5,8.3,8.2,4.8,3.5,3.2,13.1,1.1,1.2
1999-00,F,12,Seattle SuperSonics,82,45,37,.549,23.7,45.2,18.0,38.3,46.9,1.0,3.1,30.4,8.3,12.0,68.7,9.3,15.9,25.1,6.9,6.9,3.3,2.5,3.1,11.0,0.9,0.7
1999-00,F,12,Toronto Raptors,82,45,37,.549,33.7,73.3,27.7,62.5,44.4,2.7,7.2,37.9,15.1,20.0,75.5,11.5,23.6,35.1,13.3,9.6,5.2,5.6,3.9,17.8,1.6,0.2
1999-00,F,14,Sacramento Kings,82,44,38,.537,20.3,51.2,20.1,42.5,47.4,1.7,5.0,33.6,9.2,12.0,77.1,6.4,15.0,21.4,7.6,6.7,3.4,2.2,2.4,9.1,0.6,1.0
1999-00,F,15,Detroit Pistons,82,42,40,.512,32.7,77.1,27.7,59.7,46.4,2.9,9.0,32.0,18.9,24.4,77.5,9.5,24.0,33.5,13.8,10.5,5.6,2.5,3.8,15.6,1.8,1.1
1999-00,F,15,Milwaukee Bucks,82,42,40,.512,23.4,48.8,19.4,41.3,47.1,1.8,5.4,34.4,8.1,11.2,72.7,7.4,15.7,23.2,6.0,7.2,3.8,2.8,2.2,13.7,1.2,-0.1
1999-00,F,17,Orlando Magic,82,41,41,.500,28.3,52.9,20.6,44.0,46.7,1.2,3.4,34.8,10.6,15.5,68.6,9.8,21.1,31.0,8.6,10.4,5.1,4.7,3.2,14.7,1.7,0.2
1999-00,F,18,Dallas Mavericks,82,40,42,.488,14.4,34.7,13.2,28.8,45.6,2.0,5.4,36.0,6.5,8.0,80.8,4.5,11.0,15.4,4.1,4.0,1.6,1.2,2.1,6.3,0.9,-0.3
1999-00,F,19,Boston Celtics,82,35,47,.427,32.8,67.7,24.8,56.6,43.9,3.2,10.6,30.3,14.8,20.0,74.1,9.9,21.8,31.7,12.7,10.5,6.9,2.9,4.2,19.0,1.7,-0.5
1999-00,F,19,Denver Nuggets,82,35,47,.427,36.6,76.2,29.2,63.2,46.1,3.4,9.7,35.1,14.5,20.6,70.3,12.0,26.2,38.3,11.3,11.8,5.1,7.2,4.5,19.7,2.1,-1.8
1999-00,F,21,Houston Rockets,82,34,48,.415,22.0,41.5,15.6,33.7,46.3,2.7,7.4,36.4,7.6,11.4,66.5,7.3,17.9,25.2,6.1,7.9,2.5,3.3,2.6,10.7,1.0,-0.3
1999-00,F,22,Cleveland Cavaliers,82,32,50,.390,32.5,63.8,24.1,54.0,44.7,2.4,6.0,39.5,13.2,17.6,75.0,9.9,22.9,32.7,8.1,11.6,5.1,3.7,4.0,19.3,1.8,-2.4
1999-00,F,23,New Jersey Nets,82,31,51,.378,19.9,39.8,14.4,33.2,43.4,2.9,8.0,36.9,8.0,9.8,81.7,6.9,15.5,22.5,4.5,5.6,2.8,1.9,2.5,10.3,1.0,-0.6
1999-00,F,24,Washington Wizards,82,29,53,.354,26.0,48.9,19.3,40.2,48.0,1.4,3.5,39.9,8.9,12.6,70.5,9.8,19.6,29.4,6.5,8.6,3.3,3.5,3.7,16.1,1.2,-1.5
1999-00,F,25,Atlanta Hawks,82,28,54,.341,17.6,33.0,13.3,29.6,44.8,0.2,0.9,18.7,6.3,9.2,68.8,7.2,10.9,18.1,3.1,5.7,2.3,1.8,2.2,9.5,0.6,-2.6
1999-00,F,26,Vancouver Grizzlies,82,22,60,.268,24.9,47.1,17.5,37.8,46.2,1.2,3.7,33.0,11.0,13.9,79.2,7.9,18.3,26.1,7.1,8.7,3.1,2.8,3.5,12.8,1.4,-2.8
1999-00,F,27,Golden State Warriors,82,19,63,.232,24.2,50.9,19.1,43.8,43.7,1.0,3.2,29.8,11.6,16.7,69.8,10.6,17.7,28.3,7.9,8.0,4.0,1.8,3.5,13.9,1.1,-4.1
1999-00,F,28,Chicago Bulls,82,17,65,.207,24.5,46.7,17.2,39.7,43.4,1.3,4.5,29.8,10.9,16.0,68.3,8.7,16.4,25.1,8.8,9.5,4.0,3.0,3.4,11.9,1.3,-4.8
1999-00,F,29,Los Angeles Clippers,82,15,67,.183,20.8,43.5,16.8,38.3,43.9,1.9,5.7,33.9,8.0,11.0,72.8,5.4,13.9,19.3,7.0,7.0,3.0,2.8,2.3,10.4,0.9,-4.6
1999-00,C,1,Los Angeles Lakers,82,67,15,.817,9.5,30.8,12.5,22.6,55.5,0.0,0.0,0.0,5.7,10.7,53.3,4.9,10.6,15.5,4.2,2.7,0.6,3.4,0.9,5.0,0.3,1.7
1999-00,C,2,Portland Trail Blazers,66,50,16,.758,5.2,12.0,4.6,9.2,50.2,0.1,0.3,36.8,2.6,3.0,84.6,1.5,6.4,7.9,1.8,1.6,0.7,1.2,0.4,2.9,0.2,0.9
1999-00,C,3,Indiana Pacers,82,56,26,.683,9.0,19.9,7.9,16.9,46.4,1.1,2.7,40.5,3.1,4.2,75.7,2.3,6.9,9.2,2.0,2.6,0.7,1.7,0.7,5.1,0.4,0.8
1999-00,C,4,Utah Jazz,82,55,27,.671,8.3,9.8,4.0,8.1,49.2,0.0,0.0,33.3,1.8,3.4,53.1,4.1,7.3,11.4,0.7,2.6,0.6,3.1,0.9,5.6,0.4,0.8
1999-00,C,5,Phoenix Suns,81,52,29,.642,6.5,9.8,4.0,8.0,50.9,0.0,0.0,0.0,1.7,2.2,75.3,2.4,5.2,7.6,1.8,2.4,0.8,1.6,0.8,4.6,0.2,0.2
1999-00,C,5,San Antonio Spurs,81,52,29,.642,6.7,18.2,6.7,13.1,51.0,0.0,0.0,0.0,4.8,6.7,72.3,2.6,7.4,10.0,1.8,2.0,1.3,2.4,0.9,3.4,0.5,1.0
1999-00,C,7,Miami Heat,82,52,30,.634,7.1,21.8,8.2,14.9,55.0,0.0,0.0,0.0,5.4,7.6,71.0,2.8,7.0,9.8,1.5,2.2,0.5,3.8,0.9,4.3,0.4,0.5
