Anno,Position,TEAM,WIN%,3PM,3PA,3P%,FGM,FGA,FG%,AST,BLKA,TOV
2003,C,Sacramento Kings,0.72,0.1,0.4,20.7,7.0,14.5,47.9,4.4,1.2,3.3
2003,C,Los Angeles Lakers,0.63,0.0,0.0,0.0,9.7,16.9,57.1,2.9,0.8,2.2
2003,C,Minnesota Timberwolves,0.622,0.0,0.1,33.3,7.1,14.5,49.0,2.1,1.1,2.6
2003,C,Detroit Pistons,0.61,1.6,4.7,33.5,10.4,24.0,43.4,5.8,1.2,5.2
2003,C,Portland Trail Blazers,0.61,1.4,3.8,36.1,11.3,23.1,48.8,4.8,1.1,4.7
2003,C,New Jersey Nets,0.598,0.0,0.1,0.0,4.7,11.1,42.7,2.4,1.3,3.0
2003,C,Philadelphia 76ers,0.595,0.1,0.1,50.0,4.1,7.9,51.8,0.6,1.1,1.9
2003,C,Indiana Pacers,0.585,0.1,0.5,30.8,12.2,25.7,47.6,4.9,3.0,4.5
2003,C,New Orleans Hornets,0.573,0.0,0.1,14.3,6.2,13.6,45.7,2.2,1.3,2.9
2003,C,Utah Jazz,0.573,0.0,0.0,0.0,4.2,9.3,45.7,1.3,1.1,3.1
2003,C,Phoenix Suns,0.537,0.0,0.0,0.0,3.3,7.2,46.3,0.9,0.8,1.8
2003,C,Houston Rockets,0.524,0.0,0.1,16.7,6.5,12.9,50.3,1.9,1.0,2.8
2003,C,Orlando Magic,0.512,0.0,0.1,14.3,4.0,8.5,46.8,1.0,1.0,2.1
2003,C,Boston Celtics,0.506,0.1,0.3,23.8,3.4,6.6,51.0,1.0,0.4,1.7
2003,C,Milwaukee Bucks,0.506,0.0,0.0,0.0,1.8,4.0,45.7,0.6,0.3,1.6
2003,C,Seattle SuperSonics,0.488,0.4,1.1,34.5,6.6,15.6,42.5,1.7,1.1,2.6
2003,C,Golden State Warriors,0.463,0.0,0.0,0.0,5.4,10.6,51.2,1.2,0.8,3.0
2003,C,New York Knicks,0.451,0.0,0.0,0.0,4.8,10.4,46.5,1.4,0.5,2.3
2003,C,Washington Wizards,0.451,0.0,0.2,10.5,9.0,18.7,48.1,4.0,1.5,4.5
2003,C,Atlanta Hawks,0.427,0.0,0.0,0.0,6.2,13.6,45.5,1.6,1.0,3.9
2003,C,Chicago Bulls,0.366,0.0,0.0,0.0,8.1,14.8,54.6,2.0,1.3,3.8
2003,C,Memphis Grizzlies,0.341,0.0,0.1,0.0,6.9,14.9,46.1,1.5,1.4,2.8
2003,C,Los Angeles Clippers,0.329,0.2,0.6,34.0,5.5,12.9,43.0,1.8,0.6,3.0
2003,C,Miami Heat,0.296,0.0,0.0,0.0,2.7,6.5,42.4,0.3,0.6,1.5
2003,C,Toronto Raptors,0.293,0.0,0.1,20.0,7.7,17.4,44.2,3.1,1.6,3.7
2003,C,Cleveland Cavaliers,0.207,1.4,4.0,34.3,16.1,35.7,45.0,5.1,2.5,8.0
2003,C,Denver Nuggets,0.207,0.0,0.1,22.2,7.7,17.0,45.3,3.2,1.9,4.4
2003,G,Dallas Mavericks,0.732,5.4,14.1,38.0,22.5,52.3,43.0,17.4,2.2,6.9
2003,G,San Antonio Spurs,0.732,5.1,14.4,35.6,18.7,42.2,44.5,13.2,2.1,9.2
2003,G,Sacramento Kings,0.72,3.6,9.1,39.3,15.0,32.7,45.7,12.8,1.5,6.1
2003,G,Minnesota Timberwolves,0.622,3.3,8.8,37.9,17.8,41.1,43.3,15.7,2.1,7.1
2003,G,Detroit Pistons,0.61,4.7,12.7,36.6,17.3,41.0,42.2,12.4,2.3,6.6
2003,G,Los Angeles Lakers,0.61,3.9,10.6,37.1,19.8,45.8,43.1,13.2,1.8,7.3
2003,G,Portland Trail Blazers,0.61,3.2,10.0,32.0,21.2,48.3,43.9,17.3,2.7,9.2
2003,G,New Jersey Nets,0.598,3.3,9.7,34.3,15.9,37.3,42.6,14.1,1.4,6.1
2003,G,Indiana Pacers,0.585,2.9,8.3,34.2,8.5,20.3,42.1,11.9,0.7,4.4
2003,G,Philadelphia 76ers,0.585,1.9,6.5,28.7,20.6,48.0,42.9,17.5,3.1,8.1
2003,G,New Orleans Hornets,0.573,3.1,8.3,37.8,14.3,34.7,41.4,10.8,2.0,5.8
2003,G,Utah Jazz,0.573,1.7,4.6,36.7,17.9,37.5,47.7,17.0,2.6,8.1
2003,G,Boston Celtics,0.537,5.3,15.8,33.6,18.8,45.7,41.0,11.7,2.5,7.6
2003,G,Phoenix Suns,0.537,3.0,9.0,32.7,16.8,39.9,42.2,14.7,2.4,6.4
2003,G,Houston Rockets,0.524,4.3,12.2,35.5,19.0,44.0,43.1,13.2,2.2,8.5
2003,G,Milwaukee Bucks,0.512,4.8,12.0,39.6,22.7,49.3,46.2,14.5,2.1,6.2
2003,G,Orlando Magic,0.512,4.9,14.3,34.6,22.1,51.2,43.1,15.3,2.6,8.0
2003,G,Seattle SuperSonics,0.488,3.0,8.5,35.6,17.6,39.7,44.3,16.5,2.2,6.0
2003,G,Golden State Warriors,0.463,4.2,11.8,35.4,18.5,44.6,41.4,16.1,3.4,7.7
2003,G,New York Knicks,0.451,7.4,19.2,38.3,22.0,51.7,42.5,17.4,1.8,8.2
2003,G,Washington Wizards,0.451,3.0,9.6,31.6,24.7,57.8,42.7,15.0,2.8,8.3
2003,G,Atlanta Hawks,0.427,3.1,8.9,35.4,12.3,29.2,42.0,12.2,1.7,6.3
2003,G,Chicago Bulls,0.366,3.8,10.8,35.1,18.0,44.8,40.2,16.4,2.1,8.8
2003,G,Memphis Grizzlies,0.341,5.3,13.8,38.2,17.6,40.3,43.7,17.3,1.6,8.1
2003,G,Los Angeles Clippers,0.329,4.0,12.1,33.3,17.6,42.3,41.5,13.0,2.9,8.0
2003,G,Miami Heat,0.305,2.9,8.6,33.6,12.1,30.9,39.3,11.8,1.5,5.1
2003,G,Toronto Raptors,0.293,4.7,13.6,34.6,21.5,51.9,41.5,14.5,2.2,7.8
2003,G,Cleveland Cavaliers,0.207,1.3,4.5,29.3,10.3,26.2,39.3,10.0,2.3,6.5
2003,G,Denver Nuggets,0.207,1.6,5.3,30.5,7.4,20.5,36.0,9.0,1.4,5.2
2002,All,Sacramento Kings,0.744,5.2,14.1,36.7,39.8,85.4,46.7,23.9,4.7,13.8
2002,All,Los Angeles Lakers,0.707,6.2,17.5,35.4,38.4,83.4,46.1,23.0,4.3,12.7
2002,All,San Antonio Spurs,0.707,5.3,14.8,36.2,35.5,77.6,45.8,20.0,5.2,14.4
2002,All,Dallas Mavericks,0.695,7.6,20.1,37.8,39.0,84.5,46.2,22.1,4.6,12.1
2002,All,New Jersey Nets,0.634,4.9,14.6,33.8,37.1,83.1,44.6,24.3,5.4,14.5
2002,All,Detroit Pistons,0.61,6.9,18.4,37.6,34.7,76.8,45.2,21.5,4.1,14.5
2002,All,Minnesota Timberwolves,0.61,4.8,12.8,37.8,38.7,84.0,46.1,24.3,5.0,13.4
2002,All,Boston Celtics,0.598,8.5,23.7,35.9,34.8,82.1,42.4,21.0,5.8,13.6
2002,All,Portland Trail Blazers,0.598,5.7,16.1,35.4,36.6,81.4,45.0,23.5,5.0,14.3
2002,All,Seattle SuperSonics,0.549,6.0,15.8,37.8,38.2,81.5,46.9,23.5,4.9,13.7
2002,All,Charlotte Hornets,0.537,4.2,12.1,34.8,35.3,80.2,44.0,21.5,5.1,14.0
2002,All,Orlando Magic,0.537,7.6,20.2,37.3,37.6,84.0,44.8,22.0,4.7,13.6
2002,All,Utah Jazz,0.537,3.4,10.3,33.3,35.0,77.7,45.0,24.4,6.7,16.5
2002,All,Philadelphia 76ers,0.524,2.6,8.7,29.9,34.2,78.5,43.6,20.0,5.6,15.3
2002,All,Indiana Pacers,0.512,4.9,14.6,33.9,35.8,80.2,44.6,23.0,5.7,15.2
2002,All,Toronto Raptors,0.512,4.7,13.5,34.9,35.6,82.0,43.4,21.7,4.8,14.3
2002,All,Milwaukee Bucks,0.5,7.2,19.3,37.5,37.1,80.2,46.2,22.5,4.4,14.1
2002,All,Los Angeles Clippers,0.476,5.0,14.0,35.6,36.2,81.3,44.5,20.9,5.4,14.8
2002,All,Washington Wizards,0.451,3.7,9.6,38.8,35.8,81.3,44.1,20.9,5.0,13.0
2002,All,Miami Heat,0.439,3.8,11.0,34.7,34.2,77.8,43.9,20.3,4.3,14.8
2002,All,Phoenix Suns,0.439,4.4,13.4,32.7,37.8,84.6,44.7,22.4,5.8,14.7
2002,All,Atlanta Hawks,0.402,5.2,14.6,35.4,35.4,80.6,43.9,20.2,6.2,15.5
2002,All,New York Knicks,0.366,5.8,16.4,35.3,34.4,79.5,43.2,21.0,4.7,14.5
2002,All,Cleveland Cavaliers,0.354,4.7,12.5,37.7,36.0,80.3,44.8,23.1,5.6,14.6
2002,All,Houston Rockets,0.341,6.0,18.0,33.5,34.6,80.8,42.8,18.1,5.1,14.1
2002,All,Denver Nuggets,0.329,5.2,15.7,32.9,35.5,83.8,42.4,22.2,6.8,14.7
2002,All,Memphis Grizzlies,0.28,4.1,13.4,30.7,34.8,79.7,43.6,21.8,5.6,16.4
2002,All,Chicago Bulls,0.256,3.7,10.6,34.6,34.3,79.2,43.3,22.2,4.9,15.3
2002,All,Golden State Warriors,0.256,3.9,12.1,32.2,36.6,85.2,42.9,20.8,6.3,16.8
2002,F,Sacramento Kings,0.744,3.5,9.3,37.5,25.7,54.0,47.5,12.9,3.0,8.8
2002,F,Los Angeles Lakers,0.707,2.5,7.3,34.8,13.0,29.6,43.9,9.6,1.9,6.0
2002,F,San Antonio Spurs,0.707,2.8,6.7,41.0,20.6,44.2,46.6,8.4,3.0,7.5
2002,F,Dallas Mavericks,0.695,3.5,9.8,35.7,26.1,55.0,47.4,9.5,3.3,8.1
2002,F,New Jersey Nets,0.634,1.6,5.3,31.0,17.7,38.9,45.5,7.4,2.8,6.5
2002,F,Detroit Pistons,0.61,2.6,8.0,32.6,22.1,49.7,44.5,11.7,2.8,8.9
2002,F,Minnesota Timberwolves,0.61,1.8,4.6,39.4,23.8,49.3,48.3,11.1,3.1,7.5
2002,F,Boston Celtics,0.598,6.9,19.0,36.0,26.9,62.6,43.0,12.3,4.4,9.7
2002,F,Portland Trail Blazers,0.598,3.0,8.6,34.4,26.5,56.6,46.9,12.0,3.7,9.5
2002,F,Seattle SuperSonics,0.549,2.5,6.6,38.1,17.3,37.1,46.6,5.3,2.5,6.4
2002,F,Charlotte Hornets,0.537,0.7,2.3,32.3,20.3,45.5,44.6,8.5,3.1,8.2
2002,F,Orlando Magic,0.537,3.7,9.3,40.1,16.4,35.6,46.0,7.3,2.0,6.7
2002,F,Utah Jazz,0.537,2.1,6.4,33.6,21.8,48.5,45.0,10.0,4.0,9.5
2002,F,Philadelphia 76ers,0.524,0.7,2.0,32.3,11.0,24.4,45.2,3.7,1.9,5.4
2002,F,Indiana Pacers,0.512,2.1,6.6,31.4,23.2,51.4,45.1,7.9,3.8,9.2
2002,F,Toronto Raptors,0.512,3.5,9.6,36.8,25.8,58.3,44.2,9.7,3.5,9.1
2002,F,Milwaukee Bucks,0.5,1.9,6.1,31.6,16.6,35.4,46.9,8.8,2.2,6.7
2002,F,Los Angeles Clippers,0.476,2.1,5.9,36.7,18.2,38.5,47.3,9.7,3.0,7.7
2002,F,Washington Wizards,0.451,0.5,1.5,31.2,16.2,36.5,44.5,7.5,2.8,6.4
2002,F,Miami Heat,0.439,1.0,3.2,31.8,13.1,30.2,43.5,5.8,2.0,6.5
2002,F,Phoenix Suns,0.439,2.7,8.0,34.4,23.8,53.1,44.7,12.1,3.3,9.6
2002,F,Atlanta Hawks,0.402,2.4,7.4,32.5,21.6,49.3,43.8,9.3,4.1,9.4
2002,F,New York Knicks,0.366,2.3,7.1,33.0,21.6,48.9,44.2,7.5,3.4,8.9
2002,F,Cleveland Cavaliers,0.354,3.8,9.4,40.2,23.7,51.5,46.0,8.4,3.3,9.4
2002,F,Houston Rockets,0.341,2.9,9.1,32.0,16.2,38.9,41.7,5.3,2.8,7.1
2002,F,Denver Nuggets,0.329,2.5,8.0,31.1,21.5,50.1,42.8,9.6,4.5,9.9
2002,F,Memphis Grizzlies,0.28,1.6,4.8,33.4,22.9,49.6,46.2,8.9,4.1,10.9
2002,F,Chicago Bulls,0.256,1.2,3.7,33.3,19.9,45.0,44.2,8.6,2.6,7.9
2002,F,Golden State Warriors,0.256,2.5,7.3,34.0,21.7,50.4,43.1,8.3,3.4,9.1
2002,C,Los Angeles Lakers,0.761,0.0,0.0,0.0,10.6,18.3,57.9,3.0,0.8,1.9
2002,C,Sacramento Kings,0.744,0.0,0.2,21.4,6.6,13.4,49.4,4.3,1.3,3.0
2002,C,San Antonio Spurs,0.707,0.0,0.1,10.0,14.1,28.1,50.0,5.1,2.2,4.4
2002,C,Dallas Mavericks,0.695,2.6,6.9,38.1,12.1,26.0,46.6,3.6,1.5,3.6
2002,C,New Jersey Nets,0.634,0.0,0.0,25.0,7.3,14.5,50.1,2.9,1.8,3.3
2002,C,Detroit Pistons,0.61,1.4,3.8,37.5,11.3,24.2,46.8,4.5,1.4,5.3
2002,C,Minnesota Timberwolves,0.61,0.0,0.0,0.0,5.0,10.9,45.9,1.3,0.9,2.2
2002,C,Boston Celtics,0.598,0.0,0.0,0.0,4.6,9.4,49.5,0.9,0.8,2.5
2002,C,Portland Trail Blazers,0.598,1.4,3.9,35.7,11.4,23.8,47.8,3.2,1.1,4.3
2002,C,Seattle SuperSonics,0.549,0.0,0.0,0.0,6.1,12.9,47.6,1.7,0.9,2.5
2002,C,Charlotte Hornets,0.537,0.0,0.0,25.0,8.5,17.2,49.5,2.1,1.6,3.2
2002,C,Orlando Magic,0.537,0.0,0.0,0.0,4.5,10.0,45.4,1.1,1.0,2.1
2002,C,Utah Jazz,0.537,0.0,0.0,0.0,3.7,8.7,42.7,1.7,1.5,2.7
2002,C,Philadelphia 76ers,0.524,0.0,0.0,0.0,6.0,12.7,47.6,1.8,0.9,3.9
2002,C,Indiana Pacers,0.512,0.1,0.5,12.8,11.2,23.1,48.5,3.0,2.3,4.3
2002,C,Toronto Raptors,0.512,0.0,0.1,0.0,15.1,33.0,45.8,4.9,2.9,6.5
2002,C,Milwaukee Bucks,0.5,0.0,0.4,12.9,2.5,5.3,46.7,0.8,0.5,2.3
2002,C,Los Angeles Clippers,0.476,0.0,0.0,0.0,5.8,13.6,42.7,1.4,0.8,2.6
2002,C,Washington Wizards,0.451,0.0,0.1,18.2,7.3,15.3,47.9,3.0,1.4,3.8
2002,C,Miami Heat,0.439,0.0,0.1,40.0,7.4,14.7,49.9,1.4,1.1,2.8
2002,C,Phoenix Suns,0.439,0.0,0.0,0.0,3.7,7.3,50.1,0.5,1.0,1.8
2002,C,Atlanta Hawks,0.402,0.0,0.2,13.3,6.9,15.0,46.0,1.2,1.7,3.2
2002,C,New York Knicks,0.366,0.0,0.0,0.0,5.0,10.7,47.1,1.0,0.7,2.5
2002,C,Cleveland Cavaliers,0.354,0.0,0.1,25.0,7.8,17.9,43.5,1.7,1.7,3.7
2002,C,Houston Rockets,0.333,0.0,0.0,0.0,3.9,7.5,51.6,0.5,0.6,2.1
2002,C,Denver Nuggets,0.321,1.0,2.4,41.4,7.5,17.3,43.6,1.5,1.8,3.0
2002,C,Memphis Grizzlies,0.28,0.0,0.1,11.1,8.7,18.8,46.2,1.6,1.8,3.9
2002,C,Chicago Bulls,0.256,0.0,0.1,40.0,7.6,16.0,47.3,2.5,2.1,3.7
2002,C,Golden State Warriors,0.256,0.0,0.0,0.0,5.0,11.5,43.0,1.7,1.2,3.0
2002,G,Sacramento Kings,0.744,2.8,7.8,35.5,14.1,31.3,45.0,11.5,1.5,5.1
2002,G,Los Angeles Lakers,0.707,4.5,12.5,36.1,19.4,45.2,42.9,12.3,2.0,6.2
2002,G,San Antonio Spurs,0.707,4.8,13.3,36.1,16.6,38.9,42.8,13.5,2.2,8.1
2002,G,Dallas Mavericks,0.695,4.7,12.4,37.6,20.8,45.6,45.6,16.6,2.0,6.0
2002,G,New Jersey Nets,0.634,3.3,9.3,35.3,15.0,35.2,42.5,15.0,1.3,5.9
2002,G,Detroit Pistons,0.61,5.4,14.4,37.8,17.8,41.3,43.1,15.7,1.9,7.8
2002,G,Minnesota Timberwolves,0.61,4.2,10.8,39.1,18.5,41.5,44.6,15.6,2.2,6.5
2002,G,Boston Celtics,0.598,4.9,13.5,36.1,19.7,47.2,41.8,14.1,3.2,7.9
2002,G,Portland Trail Blazers,0.598,4.3,12.1,35.4,22.5,51.3,43.9,19.5,3.1,8.9
2002,G,Seattle SuperSonics,0.549,3.6,9.9,37.0,20.6,43.9,46.9,18.3,2.2,7.2
2002,G,Charlotte Hornets,0.537,3.5,9.9,35.3,13.9,33.7,41.3,13.9,1.6,5.6
2002,G,Orlando Magic,0.537,5.5,15.4,35.8,24.7,55.8,44.3,17.6,3.0,8.1
2002,G,Utah Jazz,0.537,2.2,6.8,32.8,13.6,31.4,43.3,15.2,2.0,6.9
2002,G,Philadelphia 76ers,0.524,2.2,7.5,29.4,23.3,54.9,42.4,16.4,3.8,9.1
2002,G,Indiana Pacers,0.512,3.5,9.7,35.9,15.2,35.6,42.8,16.8,1.9,6.6
2002,G,Toronto Raptors,0.512,4.2,12.1,34.9,19.3,46.2,41.7,16.5,1.7,7.3
2002,G,Milwaukee Bucks,0.5,5.3,13.2,40.2,19.9,43.2,46.1,14.0,1.9,6.3
2002,G,Los Angeles Clippers,0.476,4.8,13.0,36.9,21.5,49.7,43.3,14.8,3.2,8.8
2002,G,Washington Wizards,0.451,3.6,9.3,39.1,25.8,59.8,43.1,16.4,3.3,8.1
2002,G,Miami Heat,0.439,3.3,9.2,35.8,19.0,45.7,41.6,16.2,2.0,8.3
2002,G,Phoenix Suns,0.439,3.0,9.8,31.1,17.8,42.5,41.8,16.1,2.6,6.7
2002,G,Atlanta Hawks,0.402,4.2,11.2,37.4,14.7,34.8,42.3,12.5,1.9,6.7
2002,G,New York Knicks,0.366,5.8,16.3,35.4,21.4,51.8,41.2,18.2,2.5,8.9
2002,G,Cleveland Cavaliers,0.354,2.7,7.0,38.5,14.0,30.8,45.4,15.6,1.9,5.6
2002,G,Houston Rockets,0.341,4.8,13.5,35.3,20.5,49.0,41.9,14.2,2.7,7.6
2002,G,Denver Nuggets,0.329,3.5,10.5,32.9,19.8,47.5,41.6,16.0,3.4,7.4
2002,G,Memphis Grizzlies,0.28,3.9,12.6,31.1,16.8,41.8,40.2,15.6,2.1,8.1
2002,G,Chicago Bulls,0.256,2.9,8.1,35.4,14.3,33.6,42.6,14.0,1.3,6.7
2002,G,Golden State Warriors,0.256,2.4,7.8,30.9,15.8,37.4,42.3,13.9,2.7,7.0
2001,All,San Antonio Spurs,0.707,5.4,13.3,40.7,35.2,76.4,46.1,21.7,5.2,14.0
2001,All,Los Angeles Lakers,0.683,5.4,15.5,34.4,37.9,81.5,46.5,23.0,4.0,14.4
2001,All,Philadelphia 76ers,0.683,3.2,9.8,32.6,35.4,79.1,44.7,20.6,5.6,15.8
2001,All,Sacramento Kings,0.671,5.8,16.5,35.4,38.2,85.0,44.9,22.6,5.8,14.9
2001,All,Dallas Mavericks,0.646,6.3,16.5,38.1,37.6,81.9,45.9,21.2,4.6,13.9
2001,All,Utah Jazz,0.646,4.0,10.4,38.1,36.1,76.7,47.1,25.7,5.5,15.8
2001,All,Milwaukee Bucks,0.634,6.9,18.1,37.9,38.0,82.9,45.8,22.5,4.3,13.7
2001,All,Phoenix Suns,0.622,4.0,12.9,31.5,35.9,82.4,43.6,23.2,5.1,15.3
2001,All,Miami Heat,0.61,5.8,16.9,34.5,32.9,76.3,43.0,19.9,5.2,13.7
2001,All,Portland Trail Blazers,0.61,4.5,12.9,34.9,36.6,78.3,46.8,23.9,4.0,15.3
2001,All,New York Knicks,0.585,4.8,13.6,35.1,33.6,75.6,44.4,18.5,4.1,14.5
2001,All,Minnesota Timberwolves,0.573,3.9,11.0,35.7,38.4,83.8,45.8,25.4,4.4,13.9
2001,All,Toronto Raptors,0.573,5.2,14.2,36.9,37.2,85.0,43.7,24.4,5.4,13.2
2001,All,Charlotte Hornets,0.561,4.1,12.0,34.6,34.1,79.3,43.1,23.2,4.6,14.4
2001,All,Houston Rockets,0.549,6.1,17.2,35.7,35.9,79.2,45.3,19.7,4.9,14.7
2001,All,Seattle SuperSonics,0.537,5.7,14.3,39.9,36.9,81.1,45.6,21.9,6.2,15.3
2001,All,Orlando Magic,0.524,6.0,16.4,36.4,36.7,83.8,43.8,22.0,5.4,15.2
2001,All,Indiana Pacers,0.5,4.8,14.1,34.2,34.5,78.4,44.0,21.5,4.7,15.2
2001,All,Denver Nuggets,0.488,6.2,17.6,35.5,36.3,83.9,43.3,24.0,6.1,13.9
2001,All,Boston Celtics,0.439,7.2,19.9,36.3,33.8,79.1,42.8,20.8,5.4,15.7
2001,All,Detroit Pistons,0.39,4.7,13.6,35.0,35.6,83.9,42.4,19.9,4.8,15.9
2001,All,Los Angeles Clippers,0.378,4.4,13.0,33.9,35.3,78.9,44.8,19.3,5.0,15.8
2001,All,Cleveland Cavaliers,0.366,2.7,8.0,33.4,35.2,79.7,44.2,20.8,6.6,16.5
2001,All,New Jersey Nets,0.317,4.4,13.2,33.3,33.9,79.9,42.5,19.5,6.4,14.7
2001,All,Atlanta Hawks,0.305,4.1,11.4,35.7,35.1,81.3,43.1,19.0,6.3,16.7
2001,All,Vancouver Grizzlies,0.28,4.0,11.5,34.3,35.0,79.7,43.9,23.2,5.8,15.7
2001,All,Washington Wizards,0.232,3.4,10.3,32.4,34.5,78.7,43.9,20.1,6.2,17.0
2001,All,Golden State Warriors,0.207,3.4,11.8,29.3,35.8,87.5,40.9,21.8,6.0,15.9
2001,All,Chicago Bulls,0.183,4.0,11.6,34.6,33.2,78.2,42.4,22.1,5.2,15.8
2001,F,San Antonio Spurs,0.707,1.7,4.2,41.1,16.2,34.1,47.5,5.9,2.7,6.1
2001,F,Los Angeles Lakers,0.683,2.3,6.5,35.7,10.1,23.7,42.7,6.8,1.4,5.6
2001,F,Philadelphia 76ers,0.683,0.8,2.1,36.0,12.6,27.2,46.4,4.3,2.2,6.7
2001,F,Sacramento Kings,0.671,3.4,9.3,36.3,25.8,56.6,45.5,10.9,4.1,9.3
2001,F,Dallas Mavericks,0.646,3.0,8.1,36.7,22.5,47.8,47.1,8.9,2.6,7.0
2001,F,Utah Jazz,0.646,2.0,5.4,37.4,24.4,50.3,48.4,10.0,3.7,9.3
2001,F,Milwaukee Bucks,0.634,2.1,5.8,35.8,17.8,38.6,46.1,6.6,2.3,6.3
2001,F,Phoenix Suns,0.622,2.5,7.8,32.5,21.1,48.1,43.9,9.6,2.9,8.5
2001,F,Miami Heat,0.61,2.1,6.5,32.6,17.9,40.3,44.4,7.6,3.7,8.1
2001,F,Portland Trail Blazers,0.61,2.7,8.0,33.3,26.8,55.8,47.9,15.1,2.8,11.3
2001,F,New York Knicks,0.585,2.2,6.5,33.7,22.0,48.0,45.8,7.6,2.8,8.9
2001,F,Minnesota Timberwolves,0.573,0.9,2.8,32.0,21.4,44.7,47.8,10.6,2.1,7.1
2001,F,Toronto Raptors,0.573,4.0,10.3,38.6,30.3,68.7,44.2,11.8,4.4,9.9
2001,F,Charlotte Hornets,0.561,1.5,4.3,35.2,19.8,45.3,43.8,9.7,2.7,8.0
2001,F,Houston Rockets,0.549,3.1,8.9,34.9,16.2,36.0,45.1,6.4,2.4,7.3
2001,F,Seattle SuperSonics,0.537,1.8,5.0,35.5,18.3,39.5,46.2,6.1,3.7,7.6
2001,F,Orlando Magic,0.524,3.7,9.5,39.5,27.0,59.1,45.6,12.2,4.1,11.0
2001,F,Indiana Pacers,0.5,1.6,5.0,31.2,15.2,35.5,42.8,6.2,2.9,7.9
2001,F,Denver Nuggets,0.488,2.5,7.8,32.7,23.9,53.6,44.7,10.4,4.2,9.4
2001,F,Boston Celtics,0.439,5.4,14.8,36.5,24.5,56.8,43.1,11.7,3.7,9.4
2001,F,Detroit Pistons,0.39,2.7,7.9,33.7,24.6,57.6,42.6,11.4,3.6,10.6
2001,F,Los Angeles Clippers,0.378,2.8,8.3,33.6,19.3,42.5,45.4,9.1,2.9,8.4
2001,F,Cleveland Cavaliers,0.366,1.7,4.9,33.9,21.1,46.8,45.1,7.4,3.8,9.8
2001,F,New Jersey Nets,0.317,2.2,6.3,34.6,18.5,42.7,43.5,6.9,3.4,7.8
2001,F,Atlanta Hawks,0.305,1.1,3.2,33.8,16.8,38.0,44.1,5.3,3.3,7.5
2001,F,Vancouver Grizzlies,0.28,0.2,1.0,18.6,14.3,30.8,46.3,5.0,3.3,6.5
2001,F,Washington Wizards,0.232,1.2,4.5,26.7,23.8,53.1,44.8,10.7,4.7,11.7
2001,F,Golden State Warriors,0.207,1.1,3.7,30.6,16.0,37.6,42.6,4.4,2.4,6.1
2001,F,Chicago Bulls,0.183,0.8,2.9,28.4,21.5,48.6,44.2,9.9,3.4,8.7
2001,C,San Antonio Spurs,0.707,0.1,0.3,25.0,13.6,27.7,49.3,4.5,2.2,4.0
2001,C,Los Angeles Lakers,0.683,0.0,0.1,27.3,10.6,19.0,55.9,3.8,0.6,2.4
2001,C,Philadelphia 76ers,0.683,0.2,0.8,32.3,8.4,17.5,48.1,1.7,1.4,3.9
2001,C,Sacramento Kings,0.679,0.0,0.2,25.0,6.9,14.5,47.6,3.5,1.9,3.1
2001,C,Dallas Mavericks,0.646,0.0,0.1,18.2,5.4,10.9,49.7,1.5,0.8,2.3
2001,C,Utah Jazz,0.646,0.1,0.4,25.8,7.2,14.6,49.5,1.8,1.1,3.7
2001,C,Milwaukee Bucks,0.634,0.1,0.3,21.4,4.3,9.0,48.0,1.4,0.7,3.0
2001,C,Phoenix Suns,0.622,0.0,0.0,0.0,2.6,5.7,46.3,0.7,0.7,2.0
2001,C,Miami Heat,0.61,0.0,0.0,0.0,7.3,15.5,47.1,1.5,1.7,2.5
2001,C,Portland Trail Blazers,0.61,0.6,2.2,29.3,13.4,27.0,49.5,5.0,1.2,5.0
2001,C,New York Knicks,0.585,0.0,0.1,11.1,5.0,10.1,49.6,1.0,0.7,2.5
2001,C,Minnesota Timberwolves,0.573,0.1,0.3,30.4,6.3,13.6,46.6,2.0,0.9,2.9
2001,C,Toronto Raptors,0.573,0.0,0.1,0.0,8.9,19.6,45.7,2.3,2.0,3.4
2001,C,Charlotte Hornets,0.561,0.0,0.1,0.0,6.7,15.1,44.3,2.0,1.1,3.0
2001,C,Houston Rockets,0.545,0.0,0.0,0.0,5.5,10.2,53.5,1.2,0.6,2.2
2001,C,Seattle SuperSonics,0.537,0.0,0.0,0.0,3.8,8.9,43.1,1.2,1.0,1.9
2001,C,Orlando Magic,0.524,0.0,0.1,8.3,9.6,20.5,47.0,4.8,2.0,5.0
2001,C,Indiana Pacers,0.5,0.5,1.5,31.7,8.6,18.7,46.2,2.5,1.5,4.3
2001,C,Denver Nuggets,0.488,0.6,1.7,36.4,8.2,18.0,45.3,2.2,1.8,3.2
2001,C,Boston Celtics,0.439,0.0,0.0,0.0,5.6,11.2,49.6,1.4,0.8,3.0
2001,C,Detroit Pistons,0.39,0.0,0.1,14.3,5.9,12.6,47.2,2.5,1.1,4.4
2001,C,Los Angeles Clippers,0.378,0.0,0.1,12.5,8.0,18.4,43.7,2.2,1.4,4.1
2001,C,Cleveland Cavaliers,0.366,0.3,1.2,28.9,9.5,20.5,46.2,1.9,2.0,4.0
2001,C,New Jersey Nets,0.317,0.0,0.1,16.7,5.4,12.4,43.9,1.8,1.5,3.3
2001,C,Atlanta Hawks,0.305,0.0,0.0,0.0,11.8,25.8,45.6,2.5,2.5,5.4
